=== Model Evaluation Results ===

Image: 6.bmp_4738_0.png | Predicted: 0 | Actual: 0 | Probability: 94.22%
Image: 6.bmp_172_0.png | Predicted: 0 | Actual: 0 | Probability: 81.73%
Image: 6.bmp_931_0.png | Predicted: 0 | Actual: 0 | Probability: 73.93%
Image: 6.bmp_989_0.png | Predicted: 1 | Actual: 0 | Probability: 77.19%
Image: 6.bmp_1957_0.png | Predicted: 1 | Actual: 0 | Probability: 55.77%
Image: 6.bmp_3262_0.png | Predicted: 1 | Actual: 0 | Probability: 52.82%
Image: 6.bmp_4772_0.png | Predicted: 0 | Actual: 0 | Probability: 51.76%
Image: 6.bmp_1114_0.png | Predicted: 1 | Actual: 0 | Probability: 54.81%
Image: 6.bmp_1580_0.png | Predicted: 0 | Actual: 0 | Probability: 96.79%
Image: 6.bmp_3227_0.png | Predicted: 0 | Actual: 0 | Probability: 94.63%
Image: 6.bmp_1912_0.png | Predicted: 0 | Actual: 0 | Probability: 55.72%
Image: 6.bmp_4737_0.png | Predicted: 0 | Actual: 0 | Probability: 87.17%
Image: 6.bmp_1095_1.png | Predicted: 0 | Actual: 1 | Probability: 92.67%
Image: 6.bmp_4859_0.png | Predicted: 0 | Actual: 0 | Probability: 92.94%
Image: 6.bmp_3998_0.png | Predicted: 0 | Actual: 0 | Probability: 64.27%
Image: 6.bmp_1639_0.png | Predicted: 0 | Actual: 0 | Probability: 68.32%
Image: 6.bmp_2998_0.png | Predicted: 0 | Actual: 0 | Probability: 84.66%
Image: 6.bmp_236_0.png | Predicted: 0 | Actual: 0 | Probability: 94.24%
Image: 6.bmp_2732_0.png | Predicted: 1 | Actual: 0 | Probability: 75.20%
Image: 6.bmp_808_0.png | Predicted: 0 | Actual: 0 | Probability: 92.01%
Image: 6.bmp_273_1.png | Predicted: 1 | Actual: 1 | Probability: 74.28%
Image: 6.bmp_2777_0.png | Predicted: 0 | Actual: 0 | Probability: 77.07%
Image: 6.bmp_1444_0.png | Predicted: 0 | Actual: 0 | Probability: 95.22%
Image: 6.bmp_4222_0.png | Predicted: 0 | Actual: 0 | Probability: 71.38%
Image: 6.bmp_3732_0.png | Predicted: 0 | Actual: 0 | Probability: 68.54%
Image: 6.bmp_4267_0.png | Predicted: 0 | Actual: 0 | Probability: 92.72%
Image: 6.bmp_1401_0.png | Predicted: 0 | Actual: 0 | Probability: 90.22%
Image: 6.bmp_3777_0.png | Predicted: 0 | Actual: 0 | Probability: 95.12%
Image: 6.bmp_1893_0.png | Predicted: 1 | Actual: 0 | Probability: 52.37%
Image: 6.bmp_3819_0.png | Predicted: 0 | Actual: 0 | Probability: 98.01%
Image: 6.bmp_1151_1.png | Predicted: 1 | Actual: 1 | Probability: 53.34%
Image: 6.bmp_1369_0.png | Predicted: 0 | Actual: 0 | Probability: 97.64%
Image: 6.bmp_2819_0.png | Predicted: 0 | Actual: 0 | Probability: 96.01%
Image: 6.bmp_766_0.png | Predicted: 0 | Actual: 0 | Probability: 93.24%
Image: 6.bmp_18_0.png | Predicted: 0 | Actual: 0 | Probability: 63.33%
Image: 6.bmp_2262_1.png | Predicted: 0 | Actual: 1 | Probability: 57.67%
Image: 6.bmp_723_0.png | Predicted: 0 | Actual: 0 | Probability: 93.26%
Image: 6.bmp_2227_1.png | Predicted: 1 | Actual: 1 | Probability: 91.89%
Image: 6.bmp_2433_0.png | Predicted: 0 | Actual: 0 | Probability: 95.38%
Image: 6.bmp_2476_0.png | Predicted: 0 | Actual: 0 | Probability: 64.31%
Image: 6.bmp_1394_0.png | Predicted: 0 | Actual: 0 | Probability: 86.29%
Image: 6.bmp_4960_0.png | Predicted: 0 | Actual: 0 | Probability: 89.64%
Image: 6.bmp_3433_0.png | Predicted: 0 | Actual: 0 | Probability: 87.92%
Image: 6.bmp_1745_0.png | Predicted: 0 | Actual: 0 | Probability: 95.71%
Image: 6.bmp_1538_1.png | Predicted: 1 | Actual: 1 | Probability: 86.32%
Image: 6.bmp_3476_0.png | Predicted: 1 | Actual: 0 | Probability: 53.05%
Image: 6.bmp_4925_0.png | Predicted: 0 | Actual: 0 | Probability: 79.14%
Image: 6.bmp_4166_0.png | Predicted: 0 | Actual: 0 | Probability: 80.66%
Image: 6.bmp_1700_0.png | Predicted: 0 | Actual: 0 | Probability: 95.65%
Image: 6.bmp_3126_1.png | Predicted: 0 | Actual: 1 | Probability: 76.66%
Image: 6.bmp_467_0.png | Predicted: 0 | Actual: 0 | Probability: 60.38%
Image: 6.bmp_422_0.png | Predicted: 0 | Actual: 0 | Probability: 91.90%
Image: 6.bmp_2965_1.png | Predicted: 0 | Actual: 1 | Probability: 78.05%
Image: 6.bmp_1658_0.png | Predicted: 0 | Actual: 0 | Probability: 82.85%
Image: 6.bmp_1289_0.png | Predicted: 0 | Actual: 0 | Probability: 98.63%
Image: 6.bmp_4838_0.png | Predicted: 1 | Actual: 0 | Probability: 61.55%
Image: 6.bmp_257_0.png | Predicted: 0 | Actual: 0 | Probability: 89.97%
Image: 6.bmp_686_0.png | Predicted: 1 | Actual: 0 | Probability: 70.23%
Image: 6.bmp_2697_0.png | Predicted: 0 | Actual: 0 | Probability: 73.08%
Image: 6.bmp_2203_0.png | Predicted: 1 | Actual: 0 | Probability: 53.63%
Image: 6.bmp_4387_0.png | Predicted: 0 | Actual: 0 | Probability: 91.93%
Image: 6.bmp_3697_0.png | Predicted: 0 | Actual: 0 | Probability: 96.28%
Image: 6.bmp_3246_0.png | Predicted: 0 | Actual: 0 | Probability: 87.28%
Image: 6.bmp_4756_0.png | Predicted: 0 | Actual: 0 | Probability: 91.74%
Image: 6.bmp_1130_0.png | Predicted: 0 | Actual: 0 | Probability: 93.90%
Image: 6.bmp_3878_1.png | Predicted: 0 | Actual: 1 | Probability: 68.50%
Image: 6.bmp_3203_0.png | Predicted: 0 | Actual: 0 | Probability: 96.44%
Image: 6.bmp_1175_0.png | Predicted: 0 | Actual: 0 | Probability: 91.90%
Image: 6.bmp_4713_0.png | Predicted: 0 | Actual: 0 | Probability: 97.96%
Image: 6.bmp_1188_0.png | Predicted: 0 | Actual: 0 | Probability: 70.48%
Image: 6.bmp_1559_0.png | Predicted: 0 | Actual: 0 | Probability: 61.08%
Image: 6.bmp_4901_1.png | Predicted: 0 | Actual: 1 | Probability: 90.42%
Image: 6.bmp_950_0.png | Predicted: 1 | Actual: 0 | Probability: 54.44%
Image: 6.bmp_156_0.png | Predicted: 0 | Actual: 0 | Probability: 96.25%
Image: 6.bmp_2596_0.png | Predicted: 0 | Actual: 0 | Probability: 71.86%
Image: 6.bmp_5086_0.png | Predicted: 0 | Actual: 0 | Probability: 96.47%
Image: 6.bmp_2904_0.png | Predicted: 0 | Actual: 0 | Probability: 84.62%
Image: 6.bmp_2147_0.png | Predicted: 0 | Actual: 0 | Probability: 65.17%
Image: 6.bmp_2941_0.png | Predicted: 0 | Actual: 0 | Probability: 95.12%
Image: 6.bmp_4457_0.png | Predicted: 0 | Actual: 0 | Probability: 83.59%
Image: 6.bmp_1231_0.png | Predicted: 0 | Actual: 0 | Probability: 69.28%
Image: 6.bmp_3904_0.png | Predicted: 0 | Actual: 0 | Probability: 95.69%
Image: 6.bmp_3147_0.png | Predicted: 0 | Actual: 0 | Probability: 90.92%
Image: 6.bmp_3596_0.png | Predicted: 0 | Actual: 0 | Probability: 59.39%
Image: 6.bmp_4086_0.png | Predicted: 0 | Actual: 0 | Probability: 73.17%
Image: 6.bmp_1_0.png | Predicted: 0 | Actual: 0 | Probability: 94.06%
Image: 6.bmp_3941_0.png | Predicted: 0 | Actual: 0 | Probability: 88.16%
Image: 6.bmp_4412_0.png | Predicted: 0 | Actual: 0 | Probability: 87.37%
Image: 6.bmp_4880_0.png | Predicted: 0 | Actual: 0 | Probability: 95.98%
Image: 6.bmp_3657_0.png | Predicted: 0 | Actual: 0 | Probability: 78.73%
Image: 6.bmp_1521_0.png | Predicted: 0 | Actual: 0 | Probability: 92.58%
Image: 6.bmp_4347_0.png | Predicted: 0 | Actual: 0 | Probability: 94.06%
Image: 6.bmp_4796_0.png | Predicted: 0 | Actual: 0 | Probability: 95.62%
Image: 6.bmp_3286_0.png | Predicted: 0 | Actual: 0 | Probability: 94.37%
Image: 6.bmp_3612_0.png | Predicted: 0 | Actual: 0 | Probability: 90.11%
Image: 6.bmp_4302_0.png | Predicted: 0 | Actual: 0 | Probability: 83.24%
Image: 6.bmp_1564_0.png | Predicted: 0 | Actual: 0 | Probability: 97.55%
Image: 6.bmp_928_0.png | Predicted: 0 | Actual: 0 | Probability: 55.45%
Image: 6.bmp_2286_0.png | Predicted: 0 | Actual: 0 | Probability: 59.79%
Image: 6.bmp_2657_0.png | Predicted: 0 | Actual: 0 | Probability: 95.15%
Image: 6.bmp_2612_0.png | Predicted: 0 | Actual: 0 | Probability: 73.99%
Image: 6.bmp_603_0.png | Predicted: 1 | Actual: 0 | Probability: 58.52%
Image: 6.bmp_297_0.png | Predicted: 0 | Actual: 0 | Probability: 90.08%
Image: 6.bmp_2939_0.png | Predicted: 0 | Actual: 0 | Probability: 88.86%
Image: 6.bmp_646_0.png | Predicted: 0 | Actual: 0 | Probability: 95.46%
Image: 6.bmp_1698_0.png | Predicted: 1 | Actual: 0 | Probability: 56.57%
Image: 6.bmp_1249_0.png | Predicted: 0 | Actual: 0 | Probability: 66.54%
Image: 6.bmp_3342_1.png | Predicted: 0 | Actual: 1 | Probability: 75.25%
Image: 6.bmp_3939_0.png | Predicted: 0 | Actual: 0 | Probability: 92.71%
Image: 6.bmp_3187_0.png | Predicted: 1 | Actual: 0 | Probability: 53.21%
Image: 6.bmp_4497_0.png | Predicted: 0 | Actual: 0 | Probability: 95.04%
Image: 6.bmp_1620_0.png | Predicted: 0 | Actual: 0 | Probability: 93.29%
Image: 6.bmp_4046_0.png | Predicted: 0 | Actual: 0 | Probability: 98.74%
Image: 6.bmp_4805_0.png | Predicted: 1 | Actual: 0 | Probability: 90.01%
Image: 6.bmp_3556_0.png | Predicted: 0 | Actual: 0 | Probability: 94.55%
Image: 6.bmp_3981_0.png | Predicted: 0 | Actual: 0 | Probability: 95.54%
Image: 6.bmp_4003_0.png | Predicted: 0 | Actual: 0 | Probability: 94.24%
Image: 6.bmp_1665_0.png | Predicted: 0 | Actual: 0 | Probability: 91.85%
Image: 6.bmp_3513_0.png | Predicted: 0 | Actual: 0 | Probability: 92.10%
Image: 6.bmp_4840_0.png | Predicted: 0 | Actual: 0 | Probability: 95.00%
Image: 6.bmp_5046_0.png | Predicted: 1 | Actual: 0 | Probability: 86.03%
Image: 6.bmp_2556_0.png | Predicted: 0 | Actual: 0 | Probability: 74.87%
Image: 6.bmp_2187_0.png | Predicted: 0 | Actual: 0 | Probability: 87.35%
Image: 6.bmp_5003_0.png | Predicted: 0 | Actual: 0 | Probability: 69.87%
Image: 6.bmp_2513_0.png | Predicted: 0 | Actual: 0 | Probability: 96.04%
Image: 6.bmp_2981_0.png | Predicted: 0 | Actual: 0 | Probability: 93.67%
Image: 6.bmp_502_0.png | Predicted: 0 | Actual: 0 | Probability: 93.30%
Image: 6.bmp_547_0.png | Predicted: 0 | Actual: 0 | Probability: 90.20%
Image: 6.bmp_196_0.png | Predicted: 0 | Actual: 0 | Probability: 62.84%
Image: 6.bmp_1599_0.png | Predicted: 1 | Actual: 0 | Probability: 59.98%
Image: 6.bmp_3800_1.png | Predicted: 1 | Actual: 1 | Probability: 65.66%
Image: 6.bmp_377_0.png | Predicted: 0 | Actual: 0 | Probability: 91.26%
Image: 6.bmp_332_0.png | Predicted: 0 | Actual: 0 | Probability: 93.64%
Image: 6.bmp_2636_1.png | Predicted: 0 | Actual: 1 | Probability: 51.30%
Image: 6.bmp_4918_0.png | Predicted: 0 | Actual: 0 | Probability: 91.87%
Image: 6.bmp_1778_0.png | Predicted: 1 | Actual: 0 | Probability: 56.08%
Image: 6.bmp_1484_0.png | Predicted: 0 | Actual: 0 | Probability: 95.46%
Image: 6.bmp_4633_0.png | Predicted: 0 | Actual: 0 | Probability: 98.88%
Image: 6.bmp_1055_0.png | Predicted: 0 | Actual: 0 | Probability: 82.39%
Image: 6.bmp_3323_0.png | Predicted: 0 | Actual: 0 | Probability: 57.81%
Image: 6.bmp_1816_0.png | Predicted: 1 | Actual: 0 | Probability: 66.77%
Image: 6.bmp_1228_1.png | Predicted: 0 | Actual: 1 | Probability: 92.18%
Image: 6.bmp_1010_0.png | Predicted: 0 | Actual: 0 | Probability: 92.58%
Image: 6.bmp_4676_0.png | Predicted: 0 | Actual: 0 | Probability: 88.97%
Image: 6.bmp_3366_0.png | Predicted: 0 | Actual: 0 | Probability: 93.79%
Image: 6.bmp_2323_0.png | Predicted: 1 | Actual: 0 | Probability: 65.36%
Image: 6.bmp_2366_0.png | Predicted: 0 | Actual: 0 | Probability: 87.69%
Image: 6.bmp_870_0.png | Predicted: 0 | Actual: 0 | Probability: 70.00%
Image: 6.bmp_1479_0.png | Predicted: 0 | Actual: 0 | Probability: 64.07%
Image: 6.bmp_3022_0.png | Predicted: 0 | Actual: 0 | Probability: 69.96%
Image: 6.bmp_4532_0.png | Predicted: 0 | Actual: 0 | Probability: 98.58%
Image: 6.bmp_1354_0.png | Predicted: 0 | Actual: 0 | Probability: 85.51%
Image: 6.bmp_3861_0.png | Predicted: 0 | Actual: 0 | Probability: 87.80%
Image: 6.bmp_1785_0.png | Predicted: 0 | Actual: 0 | Probability: 91.32%
Image: 6.bmp_3067_0.png | Predicted: 0 | Actual: 0 | Probability: 95.43%
Image: 6.bmp_3824_0.png | Predicted: 0 | Actual: 0 | Probability: 94.60%
Image: 6.bmp_1311_0.png | Predicted: 0 | Actual: 0 | Probability: 60.71%
Image: 6.bmp_4577_0.png | Predicted: 0 | Actual: 0 | Probability: 93.99%
Image: 6.bmp_60_0.png | Predicted: 0 | Actual: 0 | Probability: 76.57%
Image: 6.bmp_2022_0.png | Predicted: 0 | Actual: 0 | Probability: 75.84%
Image: 6.bmp_2861_0.png | Predicted: 0 | Actual: 0 | Probability: 94.70%
Image: 6.bmp_526_1.png | Predicted: 1 | Actual: 1 | Probability: 85.98%
Image: 6.bmp_25_0.png | Predicted: 0 | Actual: 0 | Probability: 95.21%
Image: 6.bmp_2067_0.png | Predicted: 1 | Actual: 0 | Probability: 69.14%
Image: 6.bmp_2824_0.png | Predicted: 0 | Actual: 0 | Probability: 95.35%
Image: 6.bmp_4863_0.png | Predicted: 0 | Actual: 0 | Probability: 94.07%
Image: 6.bmp_1646_0.png | Predicted: 0 | Actual: 0 | Probability: 82.89%
Image: 6.bmp_3575_0.png | Predicted: 0 | Actual: 0 | Probability: 63.07%
Image: 6.bmp_4826_0.png | Predicted: 0 | Actual: 0 | Probability: 93.54%
Image: 6.bmp_4065_0.png | Predicted: 0 | Actual: 0 | Probability: 87.50%
Image: 6.bmp_1603_0.png | Predicted: 0 | Actual: 0 | Probability: 93.51%
Image: 6.bmp_2530_0.png | Predicted: 1 | Actual: 0 | Probability: 55.97%
Image: 6.bmp_5020_0.png | Predicted: 0 | Actual: 0 | Probability: 93.76%
Image: 6.bmp_698_0.png | Predicted: 0 | Actual: 0 | Probability: 96.08%
Image: 6.bmp_832_1.png | Predicted: 1 | Actual: 1 | Probability: 68.84%
Image: 6.bmp_2575_0.png | Predicted: 0 | Actual: 0 | Probability: 89.32%
Image: 6.bmp_5065_0.png | Predicted: 0 | Actual: 0 | Probability: 96.06%
Image: 6.bmp_249_0.png | Predicted: 0 | Actual: 0 | Probability: 89.64%
Image: 6.bmp_2689_0.png | Predicted: 0 | Actual: 0 | Probability: 96.78%
Image: 6.bmp_564_0.png | Predicted: 0 | Actual: 0 | Probability: 93.35%
Image: 6.bmp_2258_0.png | Predicted: 0 | Actual: 0 | Probability: 95.54%
Image: 6.bmp_2025_1.png | Predicted: 0 | Actual: 1 | Probability: 72.02%
Image: 6.bmp_2866_1.png | Predicted: 1 | Actual: 1 | Probability: 54.36%
Image: 6.bmp_4748_0.png | Predicted: 0 | Actual: 0 | Probability: 94.09%
Image: 6.bmp_4399_0.png | Predicted: 0 | Actual: 0 | Probability: 77.64%
Image: 6.bmp_3689_0.png | Predicted: 0 | Actual: 0 | Probability: 93.85%
Image: 6.bmp_1782_1.png | Predicted: 0 | Actual: 1 | Probability: 92.02%
Image: 6.bmp_1928_0.png | Predicted: 0 | Actual: 0 | Probability: 95.52%
Image: 6.bmp_4321_0.png | Predicted: 0 | Actual: 0 | Probability: 82.26%
Image: 6.bmp_3631_0.png | Predicted: 1 | Actual: 0 | Probability: 80.68%
Image: 6.bmp_1196_0.png | Predicted: 0 | Actual: 0 | Probability: 83.87%
Image: 6.bmp_4364_0.png | Predicted: 0 | Actual: 0 | Probability: 68.39%
Image: 6.bmp_1502_0.png | Predicted: 0 | Actual: 0 | Probability: 98.03%
Image: 6.bmp_3674_0.png | Predicted: 0 | Actual: 0 | Probability: 89.72%
Image: 6.bmp_1990_0.png | Predicted: 0 | Actual: 0 | Probability: 57.12%
Image: 6.bmp_148_0.png | Predicted: 0 | Actual: 0 | Probability: 57.83%
Image: 6.bmp_2674_0.png | Predicted: 0 | Actual: 0 | Probability: 92.78%
Image: 6.bmp_2159_0.png | Predicted: 0 | Actual: 0 | Probability: 94.27%
Image: 6.bmp_2588_0.png | Predicted: 0 | Actual: 0 | Probability: 83.79%
Image: 6.bmp_5098_0.png | Predicted: 0 | Actual: 0 | Probability: 84.51%
Image: 6.bmp_620_0.png | Predicted: 0 | Actual: 0 | Probability: 72.63%
Image: 6.bmp_3588_0.png | Predicted: 0 | Actual: 0 | Probability: 55.24%
Image: 6.bmp_4098_0.png | Predicted: 0 | Actual: 0 | Probability: 96.02%
Image: 6.bmp_4449_0.png | Predicted: 0 | Actual: 0 | Probability: 96.93%
Image: 6.bmp_3159_0.png | Predicted: 0 | Actual: 0 | Probability: 97.19%
Image: 6.bmp_853_0.png | Predicted: 0 | Actual: 0 | Probability: 96.04%
Image: 6.bmp_484_0.png | Predicted: 1 | Actual: 0 | Probability: 55.68%
Image: 6.bmp_2769_0.png | Predicted: 0 | Actual: 0 | Probability: 94.31%
Image: 6.bmp_2551_1.png | Predicted: 1 | Actual: 1 | Probability: 81.21%
Image: 6.bmp_816_0.png | Predicted: 0 | Actual: 0 | Probability: 94.94%
Image: 6.bmp_1627_1.png | Predicted: 0 | Actual: 1 | Probability: 71.86%
Image: 6.bmp_3769_0.png | Predicted: 0 | Actual: 0 | Probability: 91.31%
Image: 6.bmp_4554_0.png | Predicted: 0 | Actual: 0 | Probability: 51.59%
Image: 6.bmp_1332_0.png | Predicted: 1 | Actual: 0 | Probability: 63.79%
Image: 6.bmp_3807_0.png | Predicted: 0 | Actual: 0 | Probability: 66.49%
Image: 6.bmp_3044_0.png | Predicted: 0 | Actual: 0 | Probability: 86.66%
Image: 6.bmp_3495_0.png | Predicted: 0 | Actual: 0 | Probability: 79.81%
Image: 6.bmp_4185_0.png | Predicted: 0 | Actual: 0 | Probability: 98.52%
Image: 6.bmp_3842_0.png | Predicted: 0 | Actual: 0 | Probability: 93.61%
Image: 6.bmp_4511_0.png | Predicted: 0 | Actual: 0 | Probability: 90.13%
Image: 6.bmp_3001_0.png | Predicted: 0 | Actual: 0 | Probability: 60.28%
Image: 6.bmp_4983_0.png | Predicted: 0 | Actual: 0 | Probability: 80.11%
Image: 6.bmp_2495_0.png | Predicted: 1 | Actual: 0 | Probability: 65.39%
Image: 6.bmp_778_0.png | Predicted: 0 | Actual: 0 | Probability: 92.58%
Image: 6.bmp_2044_0.png | Predicted: 0 | Actual: 0 | Probability: 96.08%
Image: 6.bmp_43_0.png | Predicted: 0 | Actual: 0 | Probability: 65.12%
Image: 6.bmp_2842_0.png | Predicted: 0 | Actual: 0 | Probability: 88.67%
Image: 6.bmp_2001_0.png | Predicted: 0 | Actual: 0 | Probability: 51.40%
Image: 6.bmp_311_0.png | Predicted: 0 | Actual: 0 | Probability: 96.06%
Image: 6.bmp_2468_0.png | Predicted: 0 | Actual: 0 | Probability: 86.03%
Image: 6.bmp_785_0.png | Predicted: 0 | Actual: 0 | Probability: 87.79%
Image: 6.bmp_3468_0.png | Predicted: 0 | Actual: 0 | Probability: 96.20%
Image: 6.bmp_4178_0.png | Predicted: 0 | Actual: 0 | Probability: 94.85%
Image: 6.bmp_4284_0.png | Predicted: 0 | Actual: 0 | Probability: 87.77%
Image: 6.bmp_3794_0.png | Predicted: 0 | Actual: 0 | Probability: 97.82%
Image: 6.bmp_3345_0.png | Predicted: 1 | Actual: 0 | Probability: 72.46%
Image: 6.bmp_1870_0.png | Predicted: 0 | Actual: 0 | Probability: 96.03%
Image: 6.bmp_4655_0.png | Predicted: 0 | Actual: 0 | Probability: 86.72%
Image: 6.bmp_1033_0.png | Predicted: 1 | Actual: 0 | Probability: 81.32%
Image: 6.bmp_3300_0.png | Predicted: 0 | Actual: 0 | Probability: 94.82%
Image: 6.bmp_4610_0.png | Predicted: 0 | Actual: 0 | Probability: 93.62%
Image: 6.bmp_2345_0.png | Predicted: 0 | Actual: 0 | Probability: 91.28%
Image: 6.bmp_479_0.png | Predicted: 0 | Actual: 0 | Probability: 93.45%
Image: 6.bmp_2794_0.png | Predicted: 0 | Actual: 0 | Probability: 72.09%
Image: 6.bmp_2300_0.png | Predicted: 0 | Actual: 0 | Probability: 90.29%
Image: 6.bmp_604_1.png | Predicted: 1 | Actual: 1 | Probability: 74.48%
Image: 6.bmp_912_1.png | Predicted: 1 | Actual: 1 | Probability: 93.19%
Image: 6.bmp_2455_0.png | Predicted: 0 | Actual: 0 | Probability: 89.15%
Image: 6.bmp_369_0.png | Predicted: 0 | Actual: 0 | Probability: 67.28%
Image: 6.bmp_2084_0.png | Predicted: 0 | Actual: 0 | Probability: 97.57%
Image: 6.bmp_5100_0.png | Predicted: 0 | Actual: 0 | Probability: 89.13%
Image: 6.bmp_2410_0.png | Predicted: 0 | Actual: 0 | Probability: 95.25%
Image: 6.bmp_83_0.png | Predicted: 0 | Actual: 0 | Probability: 85.66%
Image: 6.bmp_3084_0.png | Predicted: 0 | Actual: 0 | Probability: 74.89%
Image: 6.bmp_4594_0.png | Predicted: 0 | Actual: 0 | Probability: 93.13%
Image: 6.bmp_1989_1.png | Predicted: 1 | Actual: 1 | Probability: 82.09%
Image: 6.bmp_1723_0.png | Predicted: 0 | Actual: 0 | Probability: 88.36%
Image: 6.bmp_4145_0.png | Predicted: 0 | Actual: 0 | Probability: 90.05%
Image: 6.bmp_4906_0.png | Predicted: 0 | Actual: 0 | Probability: 93.69%
Image: 6.bmp_3455_0.png | Predicted: 0 | Actual: 0 | Probability: 79.31%
Image: 6.bmp_4100_0.png | Predicted: 0 | Actual: 0 | Probability: 87.39%
Image: 6.bmp_1766_0.png | Predicted: 0 | Actual: 0 | Probability: 95.39%
Image: 6.bmp_4943_0.png | Predicted: 0 | Actual: 0 | Probability: 90.62%
Image: 6.bmp_1808_0.png | Predicted: 0 | Actual: 0 | Probability: 96.64%
Image: 6.bmp_4668_0.png | Predicted: 0 | Actual: 0 | Probability: 93.81%
Image: 6.bmp_3378_0.png | Predicted: 0 | Actual: 0 | Probability: 92.24%
Image: 6.bmp_401_0.png | Predicted: 0 | Actual: 0 | Probability: 93.13%
Image: 6.bmp_893_0.png | Predicted: 0 | Actual: 0 | Probability: 97.76%
Image: 6.bmp_2378_0.png | Predicted: 0 | Actual: 0 | Probability: 93.35%
Image: 6.bmp_2385_0.png | Predicted: 0 | Actual: 0 | Probability: 90.72%
Image: 6.bmp_2754_0.png | Predicted: 0 | Actual: 0 | Probability: 92.49%
Image: 6.bmp_2711_0.png | Predicted: 1 | Actual: 0 | Probability: 68.47%
Image: 6.bmp_3754_0.png | Predicted: 0 | Actual: 0 | Probability: 81.35%
Image: 6.bmp_1422_0.png | Predicted: 0 | Actual: 0 | Probability: 62.44%
Image: 6.bmp_4244_0.png | Predicted: 0 | Actual: 0 | Probability: 84.92%
Image: 6.bmp_4695_0.png | Predicted: 0 | Actual: 0 | Probability: 95.27%
Image: 6.bmp_3385_0.png | Predicted: 0 | Actual: 0 | Probability: 94.91%
Image: 6.bmp_3711_0.png | Predicted: 0 | Actual: 0 | Probability: 95.47%
Image: 6.bmp_4201_0.png | Predicted: 0 | Actual: 0 | Probability: 93.63%
Image: 6.bmp_4039_1.png | Predicted: 1 | Actual: 1 | Probability: 83.79%
Image: 6.bmp_1137_1.png | Predicted: 1 | Actual: 1 | Probability: 89.58%
Image: 6.bmp_3079_0.png | Predicted: 0 | Actual: 0 | Probability: 82.28%
Image: 6.bmp_4569_0.png | Predicted: 0 | Actual: 0 | Probability: 60.34%
Image: 6.bmp_700_0.png | Predicted: 0 | Actual: 0 | Probability: 96.53%
Image: 6.bmp_394_0.png | Predicted: 0 | Actual: 0 | Probability: 94.32%
Image: 6.bmp_2079_0.png | Predicted: 0 | Actual: 0 | Probability: 55.00%
Image: 6.bmp_4788_0.png | Predicted: 0 | Actual: 0 | Probability: 95.96%
Image: 6.bmp_4922_1.png | Predicted: 1 | Actual: 1 | Probability: 68.01%
Image: 6.bmp_3298_0.png | Predicted: 0 | Actual: 0 | Probability: 95.94%
Image: 6.bmp_3649_0.png | Predicted: 0 | Actual: 0 | Probability: 65.63%
Image: 6.bmp_4359_0.png | Predicted: 0 | Actual: 0 | Probability: 81.24%
Image: 6.bmp_2649_0.png | Predicted: 0 | Actual: 0 | Probability: 96.05%
Image: 6.bmp_936_0.png | Predicted: 0 | Actual: 0 | Probability: 77.40%
Image: 6.bmp_175_0.png | Predicted: 0 | Actual: 0 | Probability: 80.81%
Image: 6.bmp_2298_0.png | Predicted: 0 | Actual: 0 | Probability: 92.79%
Image: 6.bmp_973_0.png | Predicted: 0 | Actual: 0 | Probability: 94.85%
Image: 6.bmp_130_0.png | Predicted: 0 | Actual: 0 | Probability: 71.79%
Image: 6.bmp_2121_0.png | Predicted: 0 | Actual: 0 | Probability: 75.61%
Image: 6.bmp_2962_0.png | Predicted: 0 | Actual: 0 | Probability: 95.70%
Image: 6.bmp_658_0.png | Predicted: 0 | Actual: 0 | Probability: 95.38%
Image: 6.bmp_2164_0.png | Predicted: 0 | Actual: 0 | Probability: 78.30%
Image: 6.bmp_289_0.png | Predicted: 0 | Actual: 0 | Probability: 65.60%
Image: 6.bmp_2927_0.png | Predicted: 0 | Actual: 0 | Probability: 98.63%
Image: 6.bmp_3121_0.png | Predicted: 0 | Actual: 0 | Probability: 88.39%
Image: 6.bmp_4431_0.png | Predicted: 0 | Actual: 0 | Probability: 94.22%
Image: 6.bmp_1257_0.png | Predicted: 0 | Actual: 0 | Probability: 96.29%
Image: 6.bmp_3962_0.png | Predicted: 0 | Actual: 0 | Probability: 86.09%
Image: 6.bmp_1686_0.png | Predicted: 0 | Actual: 0 | Probability: 94.60%
Image: 6.bmp_3164_0.png | Predicted: 0 | Actual: 0 | Probability: 51.19%
Image: 6.bmp_3927_0.png | Predicted: 0 | Actual: 0 | Probability: 91.05%
Image: 6.bmp_1212_0.png | Predicted: 0 | Actual: 0 | Probability: 95.33%
Image: 6.bmp_4474_0.png | Predicted: 0 | Actual: 0 | Probability: 94.65%
Image: 6.bmp_1869_1.png | Predicted: 0 | Actual: 1 | Probability: 85.19%
Image: 6.bmp_4058_0.png | Predicted: 0 | Actual: 0 | Probability: 91.57%
Image: 6.bmp_3548_0.png | Predicted: 0 | Actual: 0 | Probability: 98.04%
Image: 6.bmp_3199_0.png | Predicted: 0 | Actual: 0 | Probability: 84.17%
Image: 6.bmp_4489_0.png | Predicted: 0 | Actual: 0 | Probability: 61.81%
Image: 6.bmp_2199_0.png | Predicted: 0 | Actual: 0 | Probability: 93.42%
Image: 6.bmp_274_0.png | Predicted: 0 | Actual: 0 | Probability: 55.36%
